Id,CreatedDate,CompletedDate
707Oy000007gvd7IAA,2023-12-05T17:02:08.000+0000,2023-12-05T17:02:20.000+0000
707Oy000007gpLmIAI,2023-12-05T17:01:25.000+0000,2023-12-05T17:01:52.000+0000
707Oy000007gpLkIAI,2023-12-05T17:01:24.000+0000,2023-12-05T17:01:54.000+0000
707Oy000007grQMIAY,2023-12-05T17:01:12.000+0000,2023-12-05T17:02:07.000+0000
707Oy000007gobrIAA,2023-12-05T17:00:56.000+0000,2023-12-05T17:01:32.000+0000
707Oy000007guyZIAQ,2023-12-05T16:59:19.000+0000,2023-12-05T16:59:35.000+0000
707Oy000007guybIAA,2023-12-05T16:59:19.000+0000,2023-12-05T16:59:36.000+0000
707Oy000007gwVXIAY,2023-12-05T16:59:12.000+0000,2023-12-05T16:59:16.000+0000
707Oy000007gtl9IAA,2023-12-05T16:57:55.000+0000,2023-12-05T16:58:11.000+0000
707Oy000007gtl5IAA,2023-12-05T16:57:54.000+0000,2023-12-05T16:58:17.000+0000
707Oy000007gtl1IAA,2023-12-05T16:57:53.000+0000,2023-12-05T16:58:06.000+0000
707Oy000007gx1TIAQ,2023-12-05T16:57:50.000+0000,2023-12-05T16:57:53.000+0000
707Oy000007gx1RIAQ,2023-12-05T16:57:50.000+0000,2023-12-05T16:57:52.000+0000
707Oy000007gfaFIAQ,2023-12-05T16:57:17.000+0000,2023-12-05T16:57:47.000+0000
707Oy000007go9AIAQ,2023-12-05T16:55:24.000+0000,2023-12-05T16:55:46.000+0000
707Oy000007go98IAA,2023-12-05T16:55:23.000+0000,2023-12-05T16:55:35.000+0000
707Oy000007gsfEIAQ,2023-12-05T16:55:16.000+0000,2023-12-05T16:55:32.000+0000
707Oy000007grxBIAQ,2023-12-05T16:53:25.000+0000,2023-12-05T16:53:27.000+0000
707Oy000007grxDIAQ,2023-12-05T16:53:25.000+0000,2023-12-05T16:53:34.000+0000
707Oy000007gtxbIAA,2023-12-05T16:53:19.000+0000,2023-12-05T16:53:22.000+0000
707Oy000007gmvOIAQ,2023-12-05T16:51:31.000+0000,2023-12-05T16:51:36.000+0000
707Oy000007gmvMIAQ,2023-12-05T16:51:31.000+0000,2023-12-05T16:51:34.000+0000
707Oy000007grnvIAA,2023-12-05T16:51:22.000+0000,2023-12-05T16:51:25.000+0000
707Oy000007gqkUIAQ,2023-12-05T16:49:34.000+0000,2023-12-05T16:49:36.000+0000
707Oy000007gqkSIAQ,2023-12-05T16:49:34.000+0000,2023-12-05T16:49:37.000+0000
707Oy000007gsYZIAY,2023-12-05T16:49:29.000+0000,2023-12-05T16:49:33.000+0000
707Oy000007gqtSIAQ,2023-12-05T16:48:30.000+0000,2023-12-05T16:48:31.000+0000
707Oy000007gqtQIAQ,2023-12-05T16:48:30.000+0000,2023-12-05T16:48:31.000+0000
707Oy000007gvNgIAI,2023-12-05T16:48:27.000+0000,2023-12-05T16:48:28.000+0000
707Oy000007gl3FIAQ,2023-12-05T16:47:38.000+0000,2023-12-05T16:47:43.000+0000
707Oy000007gl3DIAQ,2023-12-05T16:47:38.000+0000,2023-12-05T16:47:40.000+0000
707Oy000007gozsIAA,2023-12-05T16:47:30.000+0000,2023-12-05T16:47:37.000+0000
707Oy000007grnYIAQ,2023-12-05T16:45:46.000+0000,2023-12-05T16:45:49.000+0000
707Oy000007grnaIAA,2023-12-05T16:45:46.000+0000,2023-12-05T16:45:49.000+0000
707Oy000007gtcMIAQ,2023-12-05T16:45:36.000+0000,2023-12-05T16:45:38.000+0000
707Oy000007gFuDIAU,2023-12-05T16:43:42.000+0000,2023-12-05T16:43:44.000+0000
707Oy000007gFuBIAU,2023-12-05T16:43:42.000+0000,2023-12-05T16:43:43.000+0000
707Oy000007gt95IAA,2023-12-05T16:43:37.000+0000,2023-12-05T16:43:39.000+0000
707Oy000007gtCDIAY,2023-12-05T16:41:44.000+0000,2023-12-05T16:41:44.000+0000
707Oy000007gtCFIAY,2023-12-05T16:41:44.000+0000,2023-12-05T16:41:45.000+0000
707Oy000007gsBqIAI,2023-12-05T16:41:40.000+0000,2023-12-05T16:41:41.000+0000
707Oy000007gsOPIAY,2023-12-05T16:39:40.000+0000,2023-12-05T16:39:43.000+0000
707Oy000007gsONIAY,2023-12-05T16:39:40.000+0000,2023-12-05T16:39:42.000+0000
707Oy000007gqRuIAI,2023-12-05T16:39:34.000+0000,2023-12-05T16:39:37.000+0000
707Oy000007gnUSIAY,2023-12-05T16:37:26.000+0000,2023-12-05T16:37:29.000+0000
707Oy000007gnUUIAY,2023-12-05T16:37:26.000+0000,2023-12-05T16:37:30.000+0000
707Oy000007gonqIAA,2023-12-05T16:37:21.000+0000,2023-12-05T16:37:23.000+0000
707Oy000007grEiIAI,2023-12-05T16:35:25.000+0000,2023-12-05T16:35:28.000+0000
707Oy000007grEkIAI,2023-12-05T16:35:25.000+0000,2023-12-05T16:35:28.000+0000
707Oy000007gpUBIAY,2023-12-05T16:35:19.000+0000,2023-12-05T16:35:22.000+0000
707Oy000007gQAgIAM,2023-12-05T16:33:26.000+0000,2023-12-05T16:33:34.000+0000
707Oy000007gQAeIAM,2023-12-05T16:33:25.000+0000,2023-12-05T16:33:40.000+0000
707Oy000007gMM2IAM,2023-12-05T16:33:19.000+0000,2023-12-05T16:33:23.000+0000
707Oy000007gpf4IAA,2023-12-05T16:31:08.000+0000,2023-12-05T16:31:16.000+0000
707Oy000007gpf6IAA,2023-12-05T16:31:08.000+0000,2023-12-05T16:31:12.000+0000
707Oy000007gnvpIAA,2023-12-05T16:31:03.000+0000,2023-12-05T16:31:07.000+0000
707Oy000007gp3pIAA,2023-12-05T16:25:34.000+0000,2023-12-05T16:25:37.000+0000
707Oy000007gOQyIAM,2023-12-05T16:25:06.000+0000,2023-12-05T16:25:10.000+0000
707Oy000007gmnnIAA,2023-12-05T16:24:44.000+0000,2023-12-05T16:24:51.000+0000
707Oy000007gmnlIAA,2023-12-05T16:24:44.000+0000,2023-12-05T16:24:53.000+0000
707Oy000007gXnbIAE,2023-12-05T16:24:40.000+0000,2023-12-05T16:24:42.000+0000
707Oy000007gWSIIA2,2023-12-05T16:20:18.000+0000,2023-12-05T16:20:21.000+0000
707Oy000007gWSKIA2,2023-12-05T16:20:18.000+0000,2023-12-05T16:20:22.000+0000
707Oy000007gep0IAA,2023-12-05T16:20:11.000+0000,2023-12-05T16:20:13.000+0000
707Oy000007gmfQIAQ,2023-12-05T16:13:50.000+0000,2023-12-05T16:13:59.000+0000
707Oy000007gmfOIAQ,2023-12-05T16:13:49.000+0000,2023-12-05T16:14:12.000+0000
707Oy000007gmfMIAQ,2023-12-05T16:13:48.000+0000,2023-12-05T16:14:00.000+0000
707Oy000007gmfKIAQ,2023-12-05T16:13:44.000+0000,2023-12-05T16:14:00.000+0000
707Oy000007gViiIAE,2023-12-05T16:12:52.000+0000,2023-12-05T16:13:11.000+0000
707Oy000007gVigIAE,2023-12-05T16:12:51.000+0000,2023-12-05T16:12:54.000+0000
707Oy000007gkXcIAI,2023-12-05T16:12:49.000+0000,2023-12-05T16:12:57.000+0000
707Oy000007gkXeIAI,2023-12-05T16:12:49.000+0000,2023-12-05T16:13:27.000+0000
707Oy000007glbVIAQ,2023-12-05T16:12:42.000+0000,2023-12-05T16:12:50.000+0000
707Oy000007gfuuIAA,2023-12-05T16:12:37.000+0000,2023-12-05T16:12:57.000+0000
707Oy000007gmAnIAI,2023-12-05T16:12:26.000+0000,2023-12-05T16:12:39.000+0000
707Oy000007gmApIAI,2023-12-05T16:12:26.000+0000,2023-12-05T16:12:34.000+0000
707Oy000007giRMIAY,2023-12-05T16:12:11.000+0000,2023-12-05T16:12:18.000+0000
707Oy000007gksPIAQ,2023-12-05T16:11:30.000+0000,2023-12-05T16:11:53.000+0000
707Oy000007gksNIAQ,2023-12-05T16:11:30.000+0000,2023-12-05T16:11:51.000+0000
707Oy000007gl0SIAQ,2023-12-05T16:11:27.000+0000,2023-12-05T16:11:52.000+0000
707Oy000007gl0QIAQ,2023-12-05T16:11:27.000+0000,2023-12-05T16:12:01.000+0000
707Oy000007gl0OIAQ,2023-12-05T16:11:26.000+0000,2023-12-05T16:11:49.000+0000
707Oy000007gjhpIAA,2023-12-05T16:10:50.000+0000,2023-12-05T16:11:37.000+0000
707Oy000007gfTWIAY,2023-12-05T16:07:32.000+0000,2023-12-05T16:08:07.000+0000
707Oy000007gfTYIAY,2023-12-05T16:07:32.000+0000,2023-12-05T16:08:54.000+0000
707Oy000007gk64IAA,2023-12-05T16:07:27.000+0000,2023-12-05T16:08:26.000+0000
707Oy000007gk62IAA,2023-12-05T16:07:27.000+0000,2023-12-05T16:07:56.000+0000
707Oy000007gkXNIAY,2023-12-05T16:07:13.000+0000,2023-12-05T16:07:55.000+0000
707Oy000007gkXPIAY,2023-12-05T16:07:13.000+0000,2023-12-05T16:08:01.000+0000
707Oy000007gkfGIAQ,2023-12-05T16:07:10.000+0000,2023-12-05T16:08:16.000+0000
707Oy000007gkfFIAQ,2023-12-05T16:07:09.000+0000,2023-12-05T16:08:11.000+0000
707Oy000007gjYKIAY,2023-12-05T16:07:03.000+0000,2023-12-05T16:07:46.000+0000
707Oy000007gjYLIAY,2023-12-05T16:07:03.000+0000,2023-12-05T16:08:18.000+0000
707Oy000007gjTSIAY,2023-12-05T16:07:02.000+0000,2023-12-05T16:08:15.000+0000
707Oy000007gjTQIAY,2023-12-05T16:07:01.000+0000,2023-12-05T16:07:41.000+0000
707Oy000007ghNbIAI,2023-12-05T16:06:53.000+0000,2023-12-05T16:07:30.000+0000
707Oy000007ghNZIAY,2023-12-05T16:06:53.000+0000,2023-12-05T16:07:42.000+0000
707Oy000007gk5wIAA,2023-12-05T16:06:23.000+0000,2023-12-05T16:07:37.000+0000
707Oy000007gk5vIAA,2023-12-05T16:06:22.000+0000,2023-12-05T16:07:28.000+0000
707Oy000007gk5uIAA,2023-12-05T16:06:21.000+0000,2023-12-05T16:07:32.000+0000
707Oy000007ghA0IAI,2023-12-05T16:05:48.000+0000,2023-12-05T16:07:20.000+0000
707Oy000007gga2IAA,2023-12-05T16:01:39.000+0000,2023-12-05T16:07:28.000+0000
707Oy000007gga1IAA,2023-12-05T16:01:39.000+0000,2023-12-05T16:07:16.000+0000
707Oy000007gga0IAA,2023-12-05T16:01:38.000+0000,2023-12-05T16:07:31.000+0000
707Oy000007giKTIAY,2023-12-05T16:01:36.000+0000,2023-12-05T16:07:19.000+0000
707Oy000007giKUIAY,2023-12-05T16:01:36.000+0000,2023-12-05T16:07:17.000+0000
707Oy000007gjONIAY,2023-12-05T16:01:04.000+0000,2023-12-05T16:07:07.000+0000
707Oy000007gj8IIAQ,2023-12-05T16:01:03.000+0000,2023-12-05T16:07:10.000+0000
707Oy000007gj8JIAQ,2023-12-05T16:01:03.000+0000,2023-12-05T16:07:06.000+0000
707Oy000007gj8GIAQ,2023-12-05T16:01:02.000+0000,2023-12-05T16:07:02.000+0000
707Oy000007gitbIAA,2023-12-05T16:00:44.000+0000,2023-12-05T16:07:13.000+0000
707Oy000007gam4IAA,2023-12-05T16:00:34.000+0000,2023-12-05T16:06:53.000+0000
707Oy000007ggJXIAY,2023-12-05T16:00:29.000+0000,2023-12-05T16:08:00.000+0000
707Oy000007gjLEIAY,2023-12-05T16:00:28.000+0000,2023-12-05T16:06:31.000+0000
707Oy000007gjLDIAY,2023-12-05T16:00:28.000+0000,2023-12-05T16:06:29.000+0000
707Oy000007gYwpIAE,2023-12-05T16:00:26.000+0000,2023-12-05T16:07:30.000+0000
707Oy000007ghdiIAA,2023-12-05T16:00:20.000+0000,2023-12-05T16:04:43.000+0000
707Oy000007ghdhIAA,2023-12-05T16:00:19.000+0000,2023-12-05T16:04:31.000+0000
707Oy000007ghGTIAY,2023-12-05T16:00:18.000+0000,2023-12-05T16:01:38.000+0000
707Oy000007gbGPIAY,2023-12-05T16:00:18.000+0000,2023-12-05T16:06:46.000+0000
707Oy000007gbGNIAY,2023-12-05T16:00:18.000+0000,2023-12-05T16:06:06.000+0000
707Oy000007ghdeIAA,2023-12-05T16:00:18.000+0000,2023-12-05T16:06:54.000+0000
707Oy000007ghdcIAA,2023-12-05T16:00:17.000+0000,2023-12-05T16:07:55.000+0000
707Oy000007ghdaIAA,2023-12-05T16:00:17.000+0000,2023-12-05T16:03:35.000+0000
707Oy000007gYfHIAU,2023-12-05T16:00:14.000+0000,2023-12-05T16:01:11.000+0000
707Oy000007gYfJIAU,2023-12-05T16:00:14.000+0000,2023-12-05T16:03:57.000+0000
707Oy000007gixCIAQ,2023-12-05T16:00:10.000+0000,2023-12-05T16:06:59.000+0000
707Oy000007gkFJIAY,2023-12-05T16:00:06.000+0000,2023-12-05T16:01:34.000+0000
707Oy000007gkFLIAY,2023-12-05T16:00:06.000+0000,2023-12-05T16:00:37.000+0000
707Oy000007ggPQIAY,2023-12-05T16:00:01.000+0000,2023-12-05T16:00:08.000+0000
707Oy000007gjzKIAQ,2023-12-05T15:59:53.000+0000,2023-12-05T16:00:24.000+0000
707Oy000007ghGRIAY,2023-12-05T15:59:52.000+0000,2023-12-05T15:59:56.000+0000
707Oy000007ghGPIAY,2023-12-05T15:59:51.000+0000,2023-12-05T16:00:01.000+0000
707Oy000007gk8tIAA,2023-12-05T15:59:48.000+0000,2023-12-05T15:59:50.000+0000
707Oy000007giCTIAY,2023-12-05T15:59:45.000+0000,2023-12-05T16:01:09.000+0000
707Oy000007gbF1IAI,2023-12-05T15:59:37.000+0000,2023-12-05T15:59:48.000+0000
707Oy000007ggsUIAQ,2023-12-05T15:59:24.000+0000,2023-12-05T15:59:50.000+0000
707Oy000007ggsWIAQ,2023-12-05T15:59:24.000+0000,2023-12-05T15:59:43.000+0000
707Oy000007gh8nIAA,2023-12-05T15:59:22.000+0000,2023-12-05T15:59:40.000+0000
707Oy000007gh8lIAA,2023-12-05T15:59:22.000+0000,2023-12-05T15:59:26.000+0000
707Oy000007gk0oIAA,2023-12-05T15:59:17.000+0000,2023-12-05T15:59:29.000+0000
707Oy000007gjzFIAQ,2023-12-05T15:59:15.000+0000,2023-12-05T15:59:33.000+0000
707Oy000007gjzHIAQ,2023-12-05T15:59:15.000+0000,2023-12-05T15:59:33.000+0000
707Oy000007gj02IAA,2023-12-05T15:59:09.000+0000,2023-12-05T15:59:19.000+0000
707Oy000007gj04IAA,2023-12-05T15:59:09.000+0000,2023-12-05T15:59:36.000+0000
707Oy000007ghGIIAY,2023-12-05T15:59:08.000+0000,2023-12-05T15:59:19.000+0000
707Oy000007giFkIAI,2023-12-05T15:58:57.000+0000,2023-12-05T15:59:11.000+0000
707Oy000007giibIAA,2023-12-05T15:58:53.000+0000,2023-12-05T15:59:01.000+0000
707Oy000007giiZIAQ,2023-12-05T15:58:53.000+0000,2023-12-05T15:59:01.000+0000
707Oy000007gjJdIAI,2023-12-05T15:58:49.000+0000,2023-12-05T15:58:49.000+0000
707Oy000007gfuaIAA,2023-12-05T15:58:40.000+0000,2023-12-05T15:59:03.000+0000
707Oy000007geONIAY,2023-12-05T15:58:38.000+0000,2023-12-05T15:58:42.000+0000
707Oy000007geOLIAY,2023-12-05T15:58:38.000+0000,2023-12-05T15:58:50.000+0000
707Oy000007ghwRIAQ,2023-12-05T15:58:36.000+0000,2023-12-05T15:58:40.000+0000
707Oy000007ghwTIAQ,2023-12-05T15:58:36.000+0000,2023-12-05T15:58:55.000+0000
707Oy000007gjUgIAI,2023-12-05T15:58:35.000+0000,2023-12-05T15:58:36.000+0000
707Oy000007gjUeIAI,2023-12-05T15:58:35.000+0000,2023-12-05T15:58:38.000+0000
707Oy000007givGIAQ,2023-12-05T15:58:33.000+0000,2023-12-05T15:58:34.000+0000
707Oy000007gjpWIAQ,2023-12-05T15:58:31.000+0000,2023-12-05T15:58:37.000+0000
707Oy000007ggdpIAA,2023-12-05T15:58:30.000+0000,2023-12-05T15:58:33.000+0000
707Oy000007ggdnIAA,2023-12-05T15:58:30.000+0000,2023-12-05T15:58:32.000+0000
707Oy000007gin9IAA,2023-12-05T15:58:25.000+0000,2023-12-05T15:58:36.000+0000
707Oy000007ggg7IAA,2023-12-05T15:58:19.000+0000,2023-12-05T15:58:33.000+0000
707Oy000007ggg9IAA,2023-12-05T15:58:19.000+0000,2023-12-05T15:58:26.000+0000
707Oy000007gdtYIAQ,2023-12-05T15:58:17.000+0000,2023-12-05T15:58:28.000+0000
707Oy000007gjb0IAA,2023-12-05T15:58:16.000+0000,2023-12-05T15:58:20.000+0000
707Oy000007gjb2IAA,2023-12-05T15:58:16.000+0000,2023-12-05T15:58:20.000+0000
707Oy000007gdtUIAQ,2023-12-05T15:58:12.000+0000,2023-12-05T15:58:17.000+0000
707Oy000007gdtWIAQ,2023-12-05T15:58:12.000+0000,2023-12-05T15:58:17.000+0000
707Oy000007gjGCIAY,2023-12-05T15:58:10.000+0000,2023-12-05T15:58:17.000+0000
707Oy000007gh3iIAA,2023-12-05T15:58:03.000+0000,2023-12-05T15:58:16.000+0000
707Oy000007ghgFIAQ,2023-12-05T15:57:58.000+0000,2023-12-05T15:57:59.000+0000
707Oy000007ghgDIAQ,2023-12-05T15:57:58.000+0000,2023-12-05T15:57:58.000+0000
707Oy000007ghEwIAI,2023-12-05T15:57:54.000+0000,2023-12-05T15:57:55.000+0000
707Oy000007gix2IAA,2023-12-05T15:57:49.000+0000,2023-12-05T15:57:53.000+0000
707Oy000007gix4IAA,2023-12-05T15:57:49.000+0000,2023-12-05T15:57:57.000+0000
707Oy000007gfoYIAQ,2023-12-05T15:57:46.000+0000,2023-12-05T15:58:06.000+0000
707Oy000007gfVdIAI,2023-12-05T15:57:38.000+0000,2023-12-05T15:57:46.000+0000
707Oy000007giAoIAI,2023-12-05T15:57:27.000+0000,2023-12-05T15:57:29.000+0000
707Oy000007giAmIAI,2023-12-05T15:57:27.000+0000,2023-12-05T15:57:38.000+0000
707Oy000007gdv0IAA,2023-12-05T15:57:22.000+0000,2023-12-05T15:57:25.000+0000
707Oy000007giqIIAQ,2023-12-05T15:55:47.000+0000,2023-12-05T15:55:58.000+0000
707Oy000007giqKIAQ,2023-12-05T15:55:47.000+0000,2023-12-05T15:56:19.000+0000
707Oy000007geIxIAI,2023-12-05T15:55:31.000+0000,2023-12-05T15:55:40.000+0000
707Oy000007gaiuIAA,2023-12-05T15:55:09.000+0000,2023-12-05T15:55:14.000+0000
707Oy000007gaisIAA,2023-12-05T15:55:09.000+0000,2023-12-05T15:55:32.000+0000
707Oy000007ggMNIAY,2023-12-05T15:54:45.000+0000,2023-12-05T15:55:05.000+0000
707Oy000007ggMLIAY,2023-12-05T15:54:45.000+0000,2023-12-05T15:55:15.000+0000
707Oy000007giX3IAI,2023-12-05T15:54:34.000+0000,2023-12-05T15:55:07.000+0000
707Oy000007gidNIAQ,2023-12-05T15:54:11.000+0000,2023-12-05T15:54:47.000+0000
707Oy000007gidOIAQ,2023-12-05T15:54:11.000+0000,2023-12-05T15:54:43.000+0000
707Oy000007gexIIAQ,2023-12-05T15:54:01.000+0000,2023-12-05T15:54:42.000+0000
707Oy000007ggAeIAI,2023-12-05T15:53:31.000+0000,2023-12-05T15:54:29.000+0000
707Oy000007ggAWIAY,2023-12-05T15:53:29.000+0000,2023-12-05T15:54:23.000+0000
707Oy000007ggAaIAI,2023-12-05T15:53:29.000+0000,2023-12-05T15:54:29.000+0000
707Oy000007gi40IAA,2023-12-05T15:53:14.000+0000,2023-12-05T15:54:21.000+0000
707Oy000007gi3zIAA,2023-12-05T15:53:14.000+0000,2023-12-05T15:53:54.000+0000
707Oy000007ghpbIAA,2023-12-05T15:53:13.000+0000,2023-12-05T15:54:28.000+0000
707Oy000007gf49IAA,2023-12-05T15:53:09.000+0000,2023-12-05T15:53:20.000+0000
707Oy000007gf47IAA,2023-12-05T15:53:08.000+0000,2023-12-05T15:53:27.000+0000
707Oy000007geCOIAY,2023-12-05T15:53:03.000+0000,2023-12-05T15:53:33.000+0000
707Oy000007geCQIAY,2023-12-05T15:53:03.000+0000,2023-12-05T15:53:26.000+0000
707Oy000007gh1xIAA,2023-12-05T15:53:02.000+0000,2023-12-05T15:53:16.000+0000
707Oy000007gh1vIAA,2023-12-05T15:53:02.000+0000,2023-12-05T15:53:16.000+0000
707Oy000007ghMmIAI,2023-12-05T15:53:00.000+0000,2023-12-05T15:53:12.000+0000
707Oy000007ggjoIAA,2023-12-05T15:52:52.000+0000,2023-12-05T15:53:03.000+0000
707Oy000007giVFIAY,2023-12-05T15:52:51.000+0000,2023-12-05T15:52:56.000+0000
707Oy000007giQSIAY,2023-12-05T15:52:50.000+0000,2023-12-05T15:53:02.000+0000
707Oy000007gf6mIAA,2023-12-05T15:52:49.000+0000,2023-12-05T15:53:01.000+0000
707Oy000007gf6kIAA,2023-12-05T15:52:49.000+0000,2023-12-05T15:52:50.000+0000
707Oy000007ghvwIAA,2023-12-05T15:52:42.000+0000,2023-12-05T15:52:46.000+0000
707Oy000007ghG2IAI,2023-12-05T15:52:37.000+0000,2023-12-05T15:52:52.000+0000
707Oy000007ghG0IAI,2023-12-05T15:52:37.000+0000,2023-12-05T15:52:38.000+0000
707Oy000007gfQHIAY,2023-12-05T15:52:32.000+0000,2023-12-05T15:52:33.000+0000
707Oy000007gcFnIAI,2023-12-05T15:52:26.000+0000,2023-12-05T15:52:31.000+0000
707Oy000007gcFlIAI,2023-12-05T15:52:26.000+0000,2023-12-05T15:52:28.000+0000
707Oy000007ghuHIAQ,2023-12-05T15:52:21.000+0000,2023-12-05T15:52:23.000+0000
707Oy000007gU3oIAE,2023-12-05T15:52:21.000+0000,2023-12-05T15:52:22.000+0000
707Oy000007gU3qIAE,2023-12-05T15:52:21.000+0000,2023-12-05T15:52:24.000+0000
707Oy000007gScVIAU,2023-12-05T15:52:10.000+0000,2023-12-05T15:52:19.000+0000
707Oy000007ghZWIAY,2023-12-05T15:52:07.000+0000,2023-12-05T15:52:08.000+0000
707Oy000007ghZYIAY,2023-12-05T15:52:07.000+0000,2023-12-05T15:52:12.000+0000
707Oy000007ghRKIAY,2023-12-05T15:51:59.000+0000,2023-12-05T15:52:00.000+0000
